urdu_text,is_sarcastic,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
ہائےےے بیچارے ہمارے جیجو بعد میں ان سر میں درد ہوگا روز,1.0,,,,,,
بے سکونی بڑھ جائے عبادت کا وقت بڑھا اللہ سے بات اپنے دکھ کا مداوا اسی سے مانگو وہ بہت رحیم کریم,0.0,,,,,,
البدر_پروموشن فوری فالو بیک One ٹیم_البدر,0.0,,,,,,
میر صاحب اتنا زوردار چپیڑ وہ بھی بتیس سالہ تجربے کار سخاپی کو دل خوش کردیا قسم سے,0.0,,,,,,
چیف نے کراچی واقعے کا نوٹس لے نیوز چیف اپنا نالائق لونڈا سنبھالو ورنہ,1.0,,,,,,
گنجے چور کو کوٸی سیریس نہیں لیتا,1.0,,,,,,
س وقت ن لیگ مقبول ترین جبکہ پی ٹی مجبور ترین نظر آ شیخ رشید فضول ترین نظر آرہے,1.0,,,,,,
میں خزاں پتہ چالا میری ذات کا وہ نکھا تھا,0.0,,,,,,
انا طبعا هـهـهـهـهـههـهـهـهـهـهـهـهـهـهـهـهـهـهـهـهـهـهـهـهـهـهـهـهـهـهـهـهـهـهـهـهـهــهـهـهـهـهـهـهـهـهـهـهـهـهـهـهـهـهـهـهـهـهـهـهـهہ𖤐𓆩,0.0,,,,,,
یعنی پچھلے ہفتے پاء پلیٹلیٹئے کا برطانیہ میں بیٹھ کر بھونکنا بیکار جا,0.0,,,,,,
جس چیز کو یاد رکہنا وہ بھول جاتی,1.0,,,,,,
پیٹرول 200 روپے تولا انگور 200 روپے لیٹر آٹا 600 روپے میٹر چینی 100 روپے فٹ کوئی_مرادعلی_شاہ,1.0,,,,,,
شکر اس کو کتوں ساتھ مقابلے لیے میدان میں اتارا,1.0,,,,,,
استغفر اللهہ واتوب اليهہ استغفر اللهہ واتوب اليهہ استغفر اللهہ واتوب اليهہ احساس_بدوي_للدعم,0.0,,,,,,
جب سے محبت کرنا شروع تب سے اپنی خواہشوں کو سزائے موت کر ہجر میں زندہ,0.0,,,,,,
کوئ ڈاکٹر ارینج کر سر پھوڑنا,1.0,,,,,,
یے کیسا اسلامی پاکستان جس کالج کےہاسٹل میں چپل کا عزت محفوظ نہیں شیم شیم,1.0,,,,,,
میٹھا بنیں مگر اتنا بھی نہیں آپ جلیبیاں بنانا شروع کردیں,1.0,,,,,,
تبدیلی اسٹیبلشمنٹ ہم ڈوبے صنم تم کو بھى ڈوبیں,0.0,,,,,,
مہنگا بھیئے ڈالڈے میں تلتے,0.0,,,,,,
سندھ میں لگ سب چھٹی جانا چاہ,0.0,,,,,,
بڑوں لڑائی میں بچوں کا کام نہیں تم کس خوشی میں اچھل رھے ھو تابعدار ملازم مریم نواز StateAboveStateRejected,1.0,,,,,,
اس وقت مجھے بڑی تکلیف کیونکہ میری آنکھ میں ا ل گرگیاہے,1.0,,,,,,
مرشد ہمارے واسطے بس شخص تھا مرشد وہ شخص بھی رج لعنتی نکلا,1.0,,,,,,
حضور ویسے دل ھاتھ کر بتائیں جو کچھ ھو رھا ھے اس سب کا اصل گیم چینجر شہباز شریف ھے نا وہ جیل جانے کا فیصلہ نا سب ھوتا صحیح بات ھے نا,0.0,,,,,,
اپنے لڑکوں کو بولو نکموں کام,0.0,,,,,,
جن نظروں کو ہم نہیں اللہ کر ے ان نظروں کو عینک چشمے لگ جائے,1.0,,,,,,
فلحال اس نے عمران خان کو عزت نا صفدر قطری کو عزت دینا اپ فخر سمجھ ہونگے ویسے,1.0,,,,,,
اگر جی اغوا سکتا پولیس کو بھی سکیورٹی,1.0,,,,,,
خاتم_النبیین_محمدﷺ ہمارا نصب العین اشاعت اسلام پاکستان میں پائیدار امن دائمی ترقی کیلیے جہد مسلسل,0.0,,,,,,
اوہ نقطہ غلط کر I mean کھابے انتظار میں,0.0,,,,,,
کھسرا ناچتے ناچتے گر پڑا دوسرے کھسرے نے اٹھایا کہ اٹھ باجی مرد بن مرد یہی حالت pti bajwe ھے,1.0,,,,,,
ہاہاہا کتنا عرصہ پتہ نہیں ڈی ایم ہوتا کر جب پتہ دن ڈی ایم لمٹ بھی ختم کردی,1.0,,,,,,
محبوب وہ واحد مخلوق جو اپنی مرضی سے آپکے زخموں آئیوڈین لگاتا کبھی پائیوڈین لگاتا,1.0,,,,,,
او ہیلو ٹھرکی بھائی ہم آپکی مہندی کرنے نہیں یہاں,0.0,,,,,,
جس کا رشتہ اب نہ تعلق مجھ سے وہ غزل بن میری سوچ میں آتا,0.0,,,,,,
انڈے ۱۰۰ روپے کلو آلو ۲۰۰ روپے درجھن والی تبدیلی,1.0,,,,,,
چہرے صاف دل میں داغ منہ آپ پیچھے سانپ,1.0,,,,,,
مرشد ہم ان کو اتنا یاد مرشد انہیں ہچکیاں نہیں دل کا دورہ آے گا,1.0,,,,,,
نیازی کاروز روز خطاب ایسے ھے جیسے چوہدری اپنی پنچائیت میں کہہ رہا کسے کنجر وی سن لیاکرو,0.0,,,,,,
اوقات ایسا ہوتا ہمارا دل بہت کچھ بول رہا ہوتا لیک ہونٹوں پہ قفل لگا ہوتا,0.0,,,,,,
تسی بس مینوں ویکھو,0.0,,,,,,
شخصیت میں توازن بڑی علامت بھی آپ کا انڈہ پراٹھا آیک ساتھ حتم کون دسے گا توانوں اینیاں سیا,1.0,,,,,,
کیونکہ ترکی غلاظت کھا رہا اس ہم بھی کھائیں رہو مسلمانو رہو,1.0,,,,,,
عثمان بزدار کا مذاق اڑانے گالیاں دینے اپنے صوبے میں آرمی چیف سے مدد مانگ تحقیقات صفدر کو کس نے گرفتار کر COAS DGISPR Dgranger,1.0,,,,,,
جو صاحب نے اوپر تصویر لگائی وہ آپ والی تصویر فٹ,0.0,,,,,,
مجھے بھی نوٹی سے باہر ھی نہیں نکلا جا رہا,0.0,,,,,,
نکا جائے گا ساتھ میں ابا کو بھی ڈوبا,0.0,,,,,,
اس حکومت زہانت سیریس نس کا اندازہ اس بات سے لگا چینی شوگر انکوائری کروائ چور پکڑ سکیں خود چینی آٹا چور مشہور گۓ,1.0,,,,,,
شہباز شریف کو چودہ دن جوڈیشل ریمانڈ پہ جیل بھیج دیا جا چاچو بس تین مہینے ہور اندر کڈ لیو عوام دا بھلا جاسی,1.0,,,,,,
ووٹ کو عزت کا دوسرا مطلب پاکستانی کو عزت پاکستان زندہ باد نواز شریف زندہ باد,1.0,,,,,,
مجھ کو جان_______ کر اداسی ہوٸی کچھ مساٸل کا حل بھی نہیں,0.0,,,,,,
باجوہ ساب نے واقعے کا نوٹس لے بالکل اسی طرح جیسے ایم کیو ایم صبح بندہ قتل کر شام جنازے میں رونے پہنچ جاتے,0.0,,,,,,
اپوزیشن حکومت گ رانے نکلی اب سےخود اپوزیشن کو بھی سمجھ نہیں آ انہیں کون گ را گیاہے,1.0,,,,,,
کر کہنے سندھ پولیس نے کمال کردیا ایسی چنگاری بھی یارب اپنی خاکستر میں,1.0,,,,,,
کا لطیفہ سی ایس پی ان پڑھ آفیسرز کو ایف اے پاس پڑھے لکھے افسروں نے اغو کر لے WeStandWithSindhPolice,1.0,,,,,,
یا شاید میں,0.0,,,,,,
مریم نواز اگر وزیراعظم نہ بن سکی اپنی موت سے دس سال پہلے غم حسد سے مر جائے,0.0,,,,,,
اے میری گل نہیں آ میرے پاپا آ اونا نے کہیا میں واڈیاں واڈیاں چھڈ ریا سی تے آ کہہ اونا نے چپ کروا دیتا StateAboveStateRejected,0.0,,,,,,
سارے انقلاب کا بوجھ اس وقت چند صحافیوں اب سندھ پولیس نا تواں کندھوں ڈال دیا جا,1.0,,,,,,
کر وہی افسر خنکے کو سیاستدان دن رات ذلیل گالیاں انکے افسرون دھلائی وردیاں پھاڑ ops sorryyyyy,1.0,,,,,,
نواز فوج سے کبھی نہیں بنی مگر نواز کو ہمیشہ فوج اقتدار میں لائی فوج کا سیاست سے تعلق بھی نہیں یوتھیالوجی ووٹ_کو_عزت_دو,1.0,,,,,,
اعلان لاتعلقی 16اکتوبر سے پرانا خان ختم نیو خان جنم چکا جس کا پرانے خان تقریروں وعدوں سے کوٸی تعلق نہیں منجانب نیو خان,0.0,,,,,,
بھارت انتہائ خطرناک منصوبہ تحت پاکستان اہم اداروں کےدرمیان تفرقہ ڈال کر ملکی دفاع کو کمزور کرنے کوشش کر رہا حالیہ سندھ پولیس رینجرز میں غلط فہمی پیدہ کرنے خبر اسی منصوبہ کا جزو آرمی چیف نے کور کمانڈر کراچی کو تحقیقات کا حکم دیا ھے کامران خان,0.0,,,,,,
اپوزيشن کروڑوں لگا کر جلسہ انصافی گھر بیٹھے سو کا پیکچ لگوا کر جلسے ماں بہن کردیتے ن لیگی سپورٹر,1.0,,,,,,
آئ جی اغواء معاملے میں سندھ پولیس سنگھم باجوہ جے کانت شکرے ثابت ہوگا WeStandWithSindhPolice BajwaSaabJawabTuDenaParayGa,1.0,,,,,,
سگریٹ پینے سے عورت بھی پھیپھڑے خراب ردار نہیں,1.0,,,,,,
اک رنگ سے ملتا مرا رنگ سوچو اک بات اوروں سے جدا بھی اطہر نادر,0.0,,,,,,
بلاول سندھ حکومت بہت بڑی آزمائش انھیں طرح سے لالچ رام کرنے کوشش بعد دھمکایا جائے گا وہ نواز شریف بیانیے کا ساتھ نہ دیں اصل وقت انکے امتحان اصول قائم رہنے کا GoodLuck BestWishes بلاول,0.0,,,,,,
ٹوٹے رکشے جتنی اوقات آپ مادر ذلت,0.0,,,,,,
خان صاحب شرم بھی کاکول واکوں طرح مر فلحال,1.0,,,,,,
رپورٹر آپ شوہر موت کیسے بیوی زہر کھانے سے رپورٹر لیکن جسم نشان کیسے بیوی کھا نہیں رہا تھا,1.0,,,,,,
افسوس ہمارا مائنڈ سیٹ جا سارا پاکستان غلط سکتا اسٹبلشمنٹ نہیں,1.0,,,,,,
چھوٹا بلکل آپ ناپ کا,0.0,,,,,,
اے سارے میشی اولاد نے گوں رائے چوں,0.0,,,,,,
ن ا أ ف غ ل ي ن ا ص ا ث أ د ام ن ا انص ن ا ل ى ال م ال ك اف ين القران_الكريم اے ہمارے پروردگار ہم صبر میں وسعت ارزانی فرما ہمیں ثابت قدم ہمیں کافروں غلبہ عطا فرما,0.0,,,,,,
سب منتظر عمران خان تقریر لیکن اگلوں نے کیپٹن صفدر جی کو اغواہ کر میلا لوٹ لے ہور کجھ ساڈے لائق,1.0,,,,,,
مدع ن لیگ پیپلز پارٹی حکومت میں یا اپوزیشن میں دونوں میں پاکستان کو آگے نہیں بڑھنے دیتیں متف,1.0,,,,,,
سائنسی زبان میں پیراسائیٹ اس جاندار کو جو آپ کا خون چوسے آپ پاس بھی ہمارے ہاں ایسے جاندار کو رشتےدار,1.0,,,,,,
وه خود بھی رکشا رھا ھئے,0.0,,,,,,
مولانا صاحب کو فوج نے کہ ہم عالمی دباؤ میں عمران کو لائے آپ کہہ بین الاقوامی اسٹیبلشمنٹ پی ڈی ایم فوج دباؤ ڈال پہلے اپنا سیاسی علم پختہ ویسے بہتر کچن میں دل لگائیں ڈشیں بنائیں گھر والوں کو کھلائیں دعائیں,0.0,,,,,,
کیشا لگا میں پھنسا دیا,0.0,,,,,,
جو بلاول کو سمجھ داری سے کام لینے کا مشورہ رہےتھے وه خود بوکھلائے ہوۓ بےوقوفیاں کر,1.0,,,,,,
کیپٹن صفدر گرفتاری سندھ ڈی جی چھٹی,1.0,,,,,,
آرمی چیف نے کراچی واقعات رپورٹ طلب کر گیم اب شروع ہوئ,1.0,,,,,,
شعر زیادہ نہ سوچیں,0.0,,,,,,
ارے قربان جاؤں میں ان اس سادگی پہ جو کہہ دل توڑا کونسی جان,0.0,,,,,,
ابھی نہیں وہ کچھ مصروف,0.0,,,,,,
ارشد شریف پاور پلے نے سردار لطیف کھوسہ محسن شاہنواز رانجھا پرخچے ا ڑا دیے سہی جھوٹ پیر نہیں,1.0,,,,,,
سندھ پولیس افسران چھٹی درخواست نے بدمعاشوں کو چھٹی کادودھ یادکرادیا بھلا ھووی تھانیدارا,1.0,,,,,,
برین کینسر متاثرین میں مرودں کا تناسب عورتوں کا مقابلے زیادہ خبر برین کینسر ہونے لیے برین ہونا بھی خبر تجزیہ,1.0,,,,,,
شہباز شریف اندر آگ کس نے لگائ کھتری سوچنگ,0.0,,,,,,
بھیگیں بارش میں تیرے خواب آنکھوں کا موسم خراب لگ رونق_شاعری,0.0,,,,,,
اتنی تحریک انصاف الیکشن میں میرٹ سیٹیں نہیں تھیں جتنی سندھ پولیس چ ھٹی درخواستیں آ,1.0,,,,,,
چھٹی_لو_عہدے_کو_عزت_دو کچھ نے 22 کروڑ عوام ذمہ داری ایسے شخص کو سونپ جس نے کبھی اپنے بچوں ذمہ داری نہیں,1.0,,,,,,
اتنی جلدی پانی میں نمک نہیں گهلتا جتنی جلدی پهیسبکی عوام گهل مل جاتی,1.0,,,,,,
ZPG1 ریٹویٹ کر اگلی لسٹ میں شامل جا,0.0,,,,,,
استغفر اللهہ واتوب اليهہ استغفر اللهہ واتوب اليهہ استغفر اللهہ واتوب اليهہ,0.0,,,,,,
اولاد علی اچ وسیلہ بنڑے نیں بابا قطب شاہ یت تے نبھانڑی اے ناں,0.0,,,,,,
محترم ففتھ جنریشن ہائبرڈ چیف آپ نے غزوۂ ہ ند کرنا تھا آپ غزوۂ سندھ کر StateAboveStateRejected,1.0,,,,,,
رات کو مریم بلاول بہن بھائی بنے راکھی باندھی گئ صبح سالے نے بہنوئی گرفتار دیا,1.0,,,,,,
سندھ پولیس مکمل سنگھم نقش قدم مرکز مداخلت سے تنگ آکر جی سے ایس ایس پی رینک اجتماعی سب کا چھٹیوں جانے کا فیصلہ ویلڈن standwithsindhpolice,1.0,,,,,,
درجن کم سے کم,0.0,,,,,,
بروز حشر میرے اس لاج لینا___ تمہارا تمہارا تمہارا یا رسول اللہ___ صلو_علیہ_وآلہ,0.0,,,,,,
جب محبت کرنے کا ٹائم ہوتا یا برتن گندے پڑے یا کپڑے اب بندہ بھی کر,1.0,,,,,,
جی سندھ وی جس کو سپریم کورٹ سے سزا مل چوکی آصف زاردری خلاف گوہوں کو ہراساں کرتا,1.0,,,,,,
اتحاس گواہ جو اس کا کسی پارٹی سے تعلق نہیں اس کا pti سے نکل آتا,1.0,,,,,,
تم غائب چووی کینٹے ایتھے تے ہندے جسطرح چوکیدار یہاں,0.0,,,,,,
مجھے ٹوٹے پسند کیونکہ ان میں اکڑ نہیں,0.0,,,,,,
ہم بھئی خود مہمان,0.0,,,,,,
رات کو مریم بلاول بہن بھائی بنے راکھی باندھی گئ صبح سالے نے بہنوئی گرفتار دیا,1.0,,,,,,
بلی خواب میں چھیچھڑے آتے اس لیے خواب دیکھنے پابندی نہیں,1.0,,,,,,
عمران خان کا غصہ جب اندھیرے کمرے میں کان پکڑوا کر اوپر بوٹ دیئے جا کہ جائے تم انتہائی نالائق ھو غصہ آئیگا,1.0,,,,,,
لبوں سے چھو کر پلاو شراب واعظ کو پرانے پیتے گلاب ساتھ,0.0,,,,,,
ان زلف پریشان کا فیض یارو تمام عمر گزاری پیچ تاب ساتھ کھلی جو سورج مکھی گلستاں میں کس نے آنکھ ملائی آفتاب ساتھ مہرو ماں برق شرر انجم گل وہ بے حجاب بھی حجاب,0.0,,,,,,
لینے میری شادی فسادن کوجی نہیں چاہیے,0.0,,,,,,
اپوزیشن کبھی عمران خان کٹھ پ تلی فیصلے کرتا ھے کبھی عمران خان ہم سے انتقام رہا ھے,1.0,,,,,,
کس کو پتہ تھا فاطمہ جناح مزار دعائیں اتنی تیزی سے قبول,1.0,,,,,,
آئینے سامنے کھڑے بندے کو اپنا آپ ہینڈ سم لگ مجھے بھی,1.0,,,,,,
یے پھٹے شوز نہی بلکہ نہتی نانی کا پاٹا کو چل رہن,0.0,,,,,,
افففففف مینو کوئ سمجھ نہیں لگ ریا سارے نوٹی گڈ مڈ پڑے,0.0,,,,,,
مراد علی شاہ بھیس میں ڈی جی ایس حامد میر,0.0,,,,,,
ھاھا جیو جیالی سپہ سالار کا بلاول کو فون پیج کر ساری کتاب پھٹی پڑی WeStandWithSindhPolice,1.0,,,,,,
سندھ پولیس بڑے افسران شاید شمالی جات سیر یا کچن گاڈرننگ تربیت لیے محکمہ زراعت کلاس میں دل_پہ_مت_لے_یار,1.0,,,,,,
گلو بٹ بھی کہہ رہا جو کام میں نے کر تھا مجھے بھی پتہ تھا مجھے عمر قید ہوجائے سزائے موت ہوسکتی میں نہیں بھاگا مگر نواز شریف بھاگ جا,1.0,,,,,,
250 فالورز کا اضافہ یقینی انشاءاللہ ریٹوئیٹ ریٹویٹ والوں کو فالو فالو بیک دیں ایمانداری سے جو 100 فالو بیک دیتا وہ اپنا نام مینشن AFP_,0.0,,,,,,
یار وچارہ ویلا ہوندا اس آرے لگا ہویا تسی تے پکے نجومی اسی منندے ہاں,0.0,,,,,,
درویش جیل سے چھٹ جا لیڈر بن کر نکلا شاید,1.0,,,,,,
زبیر نے کہ اس سارے کیس میں عمران سے پوچھتا بھی نہیں بیچارہ,1.0,,,,,,
شکر اللہ کا پٹواری انسان بنا باقی پٹواریوں کو اس سے سبق مل اگر کوشش انسان بن سکتے,1.0,,,,,,
اب بس بھی بیچارے پہلے بیویاں ہیے کر اپ نے تیسری لیے ٹرائ کرنا,0.0,,,,,,
پتہ نہیں کر ہورہا سی سی بورڈ کو زنگ لگ جا,0.0,,,,,,
اتنے غیرت مند بھائی عبید سے دیڑھ سال بھانجی کزن بیٹی کارٹون دیکھنے بیڈ پہ بیٹھی عبید ساب تکیہ کر زمین پہ شفٹ ہیں_____,0.0,,,,,,
عید بھی سکتی اگر ن لیگ لاہور ہائیکورٹ میں جلدی عید درخواست دیں,1.0,,,,,,
باجوہ بڑوا نے ثابت کردیا وہ سلیکٹر سلیکٹڈ حکومت کو کامیاب کرنے لیے کتے طرح محنت کر رہا لعنت باجوہ OfficialDGISPR,1.0,,,,,,
SHABAZGIL جب کتے زیادہ بھونکنے ان آگے رکھنے ہڈیوں تعداد بڑھا دواقوال کرائم منسٹر شوباز شریف برادر گوالمنڈیلا لندن سے اقتباس امپورٹڈ_حکومت_نامنظور امپورٹڈ_عدالتیں_نامنظور,1.0,,,,,,
لڑائی تے کسے نال وی نہیں کردا میں سیاست تے سی تے اپنے جگر بھائی بس شغل میلہ لائی دا سب نال جیوندے رھو,0.0,,,,,,
خاتم النبیین م حم د ص ل اللہ ل آلہ س ل م,0.0,,,,,,
کھوتی دیا بچیا تیری عزت کیتی اے تیری قدر کیتی اے شکر کر تیری بونڈ نئیں ماری جے تیری بونڈ ماری ہوندی تے تینوں پٹھاناں ہتھے چاڑ دینا سی تے پین یکا,0.0,,,,,,
نانی اماں عوام ضرورتوں اتنی فکر ایون فیلڈ اپارٹمنٹس بیچ کر سارے پیسے قومی خزانے میں جمع کروا ہمیں یقین نیازی خیانت نہیں گا وہ سارے پیسے عوام فلاح بہبود خرچ گا جاتی جاتی نیکی جا,1.0,,,,,,
سر محترم چیف صاحب آپ نے غزوۂ ہ ند کرنا تھا آپ غزوۂ سندھ کر StateAboveStateRejected,1.0,,,,,,
مزے بات جنہوں نے سب کر وہی انکوائری پاک سر زمین کا نظام,1.0,,,,,,
ہولناک ویرانے اذیت ناک سناٹے جنگلوں یا بیابانوں میں نہیں انسانوں اندر بھی,0.0,,,,,,
چل مہمانوں میں کھانا سرو کر چڑیل چاچی نوں دسدی آں میں,0.0,,,,,,
سکتی نہیں اے کسے نسی دا منڈا ای اے,0.0,,,,,,
اک ڈنڈا تے گیارہ جھنڈے جنوں سمجھ ا نوں اک پپی ا دھر تے اک پپی ا دھر,1.0,,,,,,
ہم تقریبا سات لاکھ جوانوں کو فوج لیکن کچھ تی بچے صرف جرنیل کو پوری فوج سمجھ,1.0,,,,,,
کچھ صحافی واقعی اہل پٹوار اندر گھس پھٹ سواد کروا یہی معنوں میں,1.0,,,,,,
قابل اعتبار قاتل اعتبار,0.0,,,,,,
استغفر اللهہ واتوب اليهہ استغفر اللهہ واتوب اليهہ استغفر اللهہ واتوب اليهہ ٱصدقاء_ســٱنـدي_للرتـويت,0.0,,,,,,
میں اسے پسند کرتا تھا میری اس میں دلچسپی ختم وہ جیسے کسی گلستان سے توڑ لیے پھول بات کر رہا تھا یا راستے ا س کا انداز اس سے بھی بدتر تھا اردو_زبان,0.0,,,,,,
مولوی صاحب جہاد دہشت تبلیغ بزدل تدریس دقیانوس امامت م اگر سیاست کرسی پسند عجیب فلسفہ,1.0,,,,,,
نواز شریف نے اپنا کام کر ڈالا بس اب دیکھنا جی ایچ کیو میں کتنے جرنیل باجوہ ساتھ آنے دنوں میں پتہ چل جاۓ گا باجوہ اصل میں کس ساتھ نواز شریف نومبر میں پاکستان آۓ آۓ باقی کہانی مکمل کرنے لۓ,1.0,,,,,,
ایڈمرل صاحب اگر آپ نیں چھٹی ملک کا کر بنے گا,1.0,,,,,,
سمجھ سارا پاکستان بیوقوف ھے,0.0,,,,,,
کتنی مہنگائی الو دوسو روپے درجن کدو 80روپے گز ISPR,0.0,,,,,,
عشق جب تم کو راس آۓ گا زخم کھاٶ م سکراٶ,0.0,,,,,,
دستخط کر دیے شوق نکاح میں اپنی خوش خطی کو خودی کوستے وسیم کھتری اردو,1.0,,,,,,
استاد جی پ ان عورتوں کو آپ بھلے دنیا بہترین شاپنگ مالز میں جاؤ لیکن وہاں سے شاپنگ کرکے بھی لنڈے ٹھیلے کھڑی ہونگی استاد جی باتیں,1.0,,,,,,
زرداری کو مکار بزدل کہنا درست نہیں,1.0,,,,,,
فوج سیاست سے بلاول زرداری فوج کراچی واقعے کا نوٹس بلاول زرداری,0.0,,,,,,
روز گناہ کرتا وہ چھپاتا اپنی رحمت سے میں مجبور اپنی عادت سے وہ مشهور اپنی رحمت سے,0.0,,,,,,
ووٹ بجائے ووٹر کو عز دیں,0.0,,,,,,
حامد میر نے ڪامران خان ڪی شلوار اتار آئندہ میری خبر ڪو جھوٹا نا ڪہنا ملوث رینجرز ڪے نہیں حامد میر,1.0,,,,,,
پٹواریوں عادت بہت ریٹویٹ خوش جاتے پٹواریوں_کی_مادرملت,1.0,,,,,,
پتہ ھونے باوجود سگریٹ صحت کیلیئے م ھے آپ بھی سگریٹ پیتے ھو,1.0,,,,,,
مصطفی نواز کھوکھر دن سے زبردست سے PDM بالخصوص میاں نواز شریف بیانیے کو آگے بڑھاتے,0.0,,,,,,
اب رونا بھی چھوڑ دیا ان سوچ کر ساقی خدا ان سے میرے آنسوؤں کا حساب نہ,0.0,,,,,,
نہیں ایسا نہیں سکتا ندیاں بہہ جا گئیں خون ندیاں,0.0,,,,,,
ویسے بات آصف غفور ری ایکٹ بہت پرامپٹ وہ علیحدہ بات مارتے چول,1.0,,,,,,
جب قائداعظم مزار فوجی دستے بینڈ بجاتے زور سے پیر مارتے قائد اعظم سوچتے ہونگے مارشلاءلگ گیاہے مجھےگرفتار کرنے,1.0,,,,,,
ہم نے خاک ترقی کرنی ہمارا کوا ابھی پیاسا کتا لالچی اتفاق میں برکت ابھی نہیں ابھی انگور کھٹے,1.0,,,,,,
2004 میں نشئی نے کہ تھا اگر اسٹیبلشمنٹ چاہیے کتا بھی وزیراعظم بن سکتا 2018 میں ہم نے کتے کو PMبنتے دیکھ لے,0.0,,,,,,
جب پروگرام میں شاہد خاقان آ عاصمہ انکی ابتر حالت دیکھ کر آبدیدہ گٸیں انکے گلے لگ کر اتنا بین کر شدت جذبات سے عاصمہ ہچکیاں بند گٸیں اپنے_ذراٸع,0.0,,,,,,
حد ا نﷺ عروج لـــــــغ الــــــع ــــــلی کـــــم ــــال ہ ﷺﷺﷺﷺﷺﷺﷺﷺﷺﷺﷺ,0.0,,,,,,
اس نے گوگل ٹرانسلیٹر جگہ باجوہ ٹرانسلیٹر استعمال کر,1.0,,,,,,
پی حکومت میں وزیر مٹرک پاس نکلا,1.0,,,,,,
میری جگہ اگر تم یقین مر,1.0,,,,,,
غلطی جاتی آپ انسان,0.0,,,,,,
وھ بھی ھو بیشک میں ھے ھو وہ کیمنا حرام زیادہ ھو جو حق بات نہیں کرتا کامران خان تم نے کتنا پیسا لے,0.0,,,,,,
نواز شریف کو زیرو کرانے الٹا کیپٹن صفدر کو بھی ہیرو بنا دیا,1.0,,,,,,
جب بارش آتا پانی آتا بعد پیش خدمت آلو200روپےدرجن انڈے200کلو آٹا600روپےلیٹر چینی 100 روپےمربع فٹ سونا1لاکھ روپےکلومیڑ سائنسدان کا نام بتائیں,1.0,,,,,,
بلاول بری طرح سے پھس جا صفدر کو منائے پولیس ناراض پولیس کو منائے صفدر ناراض,1.0,,,,,,
میری والی سیٹ پہ,0.0,,,,,,
جیتھے کھوتی وتھے آ کھلوتی,0.0,,,,,,
اسمبلی بغیر ڈیزل چل کیونکہ ا سکو گدھا رہا ھے گدھے کو ڈیزل نہیں ڈنڈے,0.0,,,,,,
میاں صاحب پہلے قبر کنارے کھڑے زرداری نے پاؤں نیچے کیلے کا چھلکا دیا,1.0,,,,,,
مسکرایۓ دنیا سارے غم آپ ملکیت نہ,1.0,,,,,,
اگر انڈین لڑکا چینی لڑکی سے شادی کر وہ دونوں چینی پتی بن جاتے,1.0,,,,,,
پھوپھو پھوپھا کس بھی ویلکم کردو,0.0,,,,,,
ریٹویٹ کروا فیور کروا S O لمیٹڈ ٹائم افر ٹائم ختم جا,0.0,,,,,,
اوہ گڈ ویسے شکر جلدی هو جا اکاؤنٹ,0.0,,,,,,
ویسے میاں صاحب خواب دیکھ زرداری صاحب نے حقیقت میں کراچی سڑکوں گھسیٹ دیا پٹواریوں کو گل ودھ اے مختاریا,1.0,,,,,,
میں سوچ رہا باجوہ استعمال کرنے بعد کامران خان مزید استعمال کرنے لائق گا بھی یا نہیں سکتا فلش کر دیا جائے لیکن تاریخ گواہ ایسے سروائیو کر جاتے,1.0,,,,,,
وزیراعظم والی سائیکل جانا ویلی پڑی,1.0,,,,,,
واہ لاجواب voice,0.0,,,,,,
کچھ مجبوریاں یوں بے وفا نہیں ہوتا,0.0,,,,,,
جس تیزی سے پولیس افسران چھٹی جارہے لگ صبح جی سندھ کا چارج کانسٹیبل الل ہ دتا پاس ہوگا WeStandWithSindhPolice,1.0,,,,,,
شادی پروگرام موقع سب فنکار فضول رسم رواج کےموقع سب مالدار بے نظیر انکم سپورٹ پروگرام سب زکواة,1.0,,,,,,
خبر آٸے سب تجزیہ نگار کسی بیمار کو ملیں سب ڈاکٹر ڈاکٹر کو ملیں سب مریض شرعی مسئلہ پیش سب مفتی,1.0,,,,,,
سب کچھ مل جا بس ہم دعائیں قبول ہونے کا انتظار نہیں,0.0,,,,,,
اللہ معاف بڑے گوشت سے مجھے یورک ایسڈ ہوجاتا,0.0,,,,,,
دروازے بہت اتارتے پہلے اب خود کو تھپڑ لگاتے,0.0,,,,,,
نواز شریف نے عمران خان کو نیا عمران خان بنا دیا لہزا بعد نیو خان لکھ پکارا جائے,1.0,,,,,,
اسکو نہیں پتہ اسکے ساتھ بھی ہاتھ ھو جا جیسا مولانا ڈیزل ساتھ پچھلے دھرنے میں تھا,1.0,,,,,,
ہاہاہاہا لگ انہوں نے سافٹ وئیر اپڈیٹ کر تگڑا اینٹی وائرس بھی لگایا,1.0,,,,,,
ساڈے حصے دا وی انجوائے وڈھے بھائیو سلامت رہیں,0.0,,,,,,
میں بھی پیاری میرا بھائی اس سے بھی پیارا,0.0,,,,,,
ایسے s o کر,0.0,,,,,,
ڈونٹ انڈر اسٹیمیٹ پاور آف اعوان کیپٹن اعوان ایروان سیمیلر ساؤنڈ ویسے تب سسٹم ہلا رک,1.0,,,,,,
سب تنظیم سازیوں میں مصروف,1.0,,,,,,
شکر فیصل بھائی آپ نے بھینس عمار مسعود کو کہ مجھے نہی,1.0,,,,,,
