urdu_text,is_sarcastic,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
پٹواریوں_کی_مادرملت جیس بن سوار سوار,0.0,,,,,,
اب کون رہ اصل فائد جہانگیر ترین کو جنھ ن 2018 م 5 کروڑ ک ممبر خرید اب 20 کروڑ ک بیچ دی sarcasm,1.0,,,,,,
UTariqhse Xadeejournalist ImranARaja1 PakFirst50 Sarcasm لکھ ہواہ ساتھ مطلب طنزی ٹویٹ شغل میل,1.0,,,,,,
حیران مت اگرمحض طنز بجائ ستم ظریفان حقیقت نکل From sarcasm to irony t co EwvZcIN2us,1.0,,,,,,
تمہار دائر میر دعا ک تم میر انتخاب مقدس لکیر,0.0,,,,,,
نکم کیپٹن صفدو,0.0,,,,,,
آپ دلہن پھوپھو ہمار گئ,0.0,,,,,,
Xadeejournalist آپ بھ سوچ کاش م بھ سیاستدان ہوت صحافت ن مجھ دی کی sarcasm,1.0,,,,,,
مطلب آزاد کو پارٹ م لان لی خرید اس ک جواب ترین گ ہم ن سن سندھ غریب عوام ک پیس پنجاب م پان طرح بٹ گی کچھ بوتل میڈی م گی sarcasm t co bgTeUTgYYV,1.0,,,,,,
zehra_innocent مطلب کس لیول ک چون آ گی مارکیٹ م sarcasm,1.0,,,,,,
کی باجو چھات سو قریب میڈل نہ دیکھ کی پچھل چار سال سےاتن بڑ پاکستان فتح کر رہ کشمیر فتح کرن اسک بائ ہاتھ ک کھیل س پوچھ,0.0,,,,,,
بہت شکو شکایت مجھ س میر عشق کس حص م آ گی ملک عالی,0.0,,,,,,
دل ٹوٹ گی,0.0,,,,,,
ICT_Police شکری سمجھان معمول س واقع sarcasm,1.0,,,,,,
fawadchaudhry What s this bro D Sarcasm وزیراعظم عمران خان جنگ ک افتتاح کرن روس فواد چودھر,1.0,,,,,,
dtnoorkhan جیس نماز قدم ثواب ویس زخم ہسپتال جان گرت خون قطر ثواب sarcasm,1.0,,,,,,
تبصر چھوڑ تم بچھڑ گۓ ہم بکھر گۓ محفل_سخن,0.0,,,,,,
راکٹ سائنس نہ جیو شیرن,0.0,,,,,,
مرشد ہم ان کو اتن یاد مرشد انہ ہچکیاں نہ دل ک دور آ گ,0.0,,,,,,
توب توب میر توب اتن گالیاں پڑ گئ مجھ انصاف بہن بھائی س زیاد ن میر ڈگر لتاڑ Sarcasm,1.0,,,,,,
والد اپن بیٹ کو اس سالگر پیار بھر نغم سن Sarcasm t co pd3Xa5Ffjg,1.0,,,,,,
یو ا ٹ غم شریک غم نہ sarcastic,1.0,,,,,,
ہمار خ شک مزاج ہون بھ کو پسند نہ اب کی کی جائ کس حال م بھ خوش نہ رہن دیت اب م جس س بھ ملت و یہ ریمارکس دیت م بہت خشک مزاج بند جب م ایس محسوس نہ کرت,0.0,,,,,,
عمران خان ان مشیر وزیر کو نیند نہ ا پنڈ بوا کال گئ,0.0,,,,,,
حکومت کو عدلی کو پرائیویٹائز کرن آپش سنجیدگ س غور قو امید پرائیویٹائیزیشن س عدلی م اہل بھرت کو یقین بنای ج سک عام مشاہد پرائیویٹائزڈ ادار پرفارمنس sarcasm,1.0,,,,,,
م گاؤں سرکار اسکول س پڑھ و پشاور شہر پر ہمار خواب کہ دیکھت GoodMorningTwitterWorld sarcasm,1.0,,,,,,
برائ مہربان فوج اس س ول معامل م ٹانگ ن اڑائ لوکل گورنمنٹ ک کام شکری Sarcasm MirMAKOfficial MaleehaHashmey,1.0,,,,,,
جب مسلم لیگ ن دوبار برسراقتدار نہ آت م کس نئ سال کو نہ مانت م نہ جانت شو باز شریف sarcasm,1.0,,,,,,
لگت نان ۴٢٠ زنبیل م بہت کچھ دفن,0.0,,,,,,
م میر ساتھ بھ م,0.0,,,,,,
Sarah99237272 آپ کو سمجھ جان چاھئی تھ اس عمل کو عرف عام م آسان س جنت م کارنر پلاٹ اپن نام کرن اردو م محاور بھ ہینگ ن پھٹکر رنگ بھ چوکھ Sarcasm,1.0,,,,,,
Khadija50270702 طنزی تحریر لکھ انشاء ج ن sarcasm,1.0,,,,,,
SdqJaan میانوال عوام کو کر جلس م بلای گی تھ میاں صاحب خود آ کر خطاب عمران خان اب اس ک کریڈٹ لین کوشش ن احسن اقبال ارسطو Sarcasm میانوالی_کپتان_ک,1.0,,,,,,
الل پاک صحت تندرست وال لمب زندگئ عطاء فرمائ أمین,0.0,,,,,,
بڑ لڑائ م بچ ک کام نہ تم کس خوش م اچھل رھ ھوتابعدار ملازم مریم نوازشریف StateAboveStateReject,0.0,,,,,,
کرکٹ ورلڈ کپ 1992 میاں نواز شریف حکومت م جیت گی عمران خان کریڈٹ لین کوشش ن احسن اقبال ارسطو Sarcasm میانوالی_کپتان_ک,1.0,,,,,,
میانوال عوام کو کر جلس م بلای گی تھ میاں صاحب خود آ کر خطاب عمران خان اب اس ک کریڈٹ لین کوشش ن احسن اقبال ارسطو Sarcasm میانوالی_کپتان_ک t co wb83QDQtK4,1.0,,,,,,
اب نئ انداز م ہندوستان سب س قابل اعتماد اردو اخبار ک تجرب مزید پڑھن تیس دن ک اپن فر ٹرائل شروع t co SEGB5wPmIP TheInquilabEpaper KhudsochLo DevendraFadnavis SharadPawar MamtaBanerjee congress NCP TMC bjp Sarcasm t co 5ywaHxtMwF,1.0,,,,,,
ویس آڑ پہل سب کچھ خود بعد م  نہ کو تحقیقات ک ح کم جو آپ ماتحت قوم کو پاگل بنان کتن آسان,0.0,,,,,,
وہ عرض کرن کوشش کر رہ دون ڈھنگ کھسم مر کی,0.0,,,,,,
خیر مبارک برادر بھائ 1k بھ آپ بھائی مہربان,0.0,,,,,,
جنت درواز داخل س قبل جہنم واصل کیئ شخص ساتھ سیلف دکھان لازم قرار منجانب زمین خدائ فوجدار Sarcasm Sialkot blasphemy t co zgHJ8UTV8o,1.0,,,,,,
جس قوم گور حکومت کرت تھ اس نخوت س کم کمین حیثیت س دیکھت تھ اس بھٹو شریفین ویس ادائ بھات شہبازشریف انگل ہلان ک اسٹائل لبھات تھ دفاتر گاڑی لائن ٹور وا اسلئےتو بزدار پسند نہ عمران بھ غریب کو عزت دیت Sarcasm t co OdxTYJz67Z,1.0,,,,,,
د کمر صفائ ل نوکر پکار مینشن ی Funny sarcastic memesdaily t co P9qyX8lzsk,1.0,,,,,,
عوام امید تحریک لبیک پاکستان دل خواہش دل مراد باب ج زند باد,0.0,,,,,,
بالکل دل جگر گرد پھیپھڑ سب ک اچھ,0.0,,,,,,
الل پاک آپ کو صحت تندرست وال لمب زندگ عط فرمائ,0.0,,,,,,
کرپشن خلاف آواز اٹھان بھ کرپشن مئیر بہاولپور حکومت م نی نظری پیش کر دی گی UsmanAKBuzdar GovtofPunjabPK dprbwp Sarcastic t co uO7kvdmVOZ,1.0,,,,,,
بات مانن پڑ مریم صفدر پ ٹ ہم س زیاد مخلص بےلوث نڈر کارکن sarcasm,1.0,,,,,,
sarphireee Siddiqui sb have you ever heard about sarcasm اگر آپ طنز سمجھ نہ سکت بہتر گ گھر پوگو ی ب ب ٹ و س لطف اندوز,1.0,,,,,,
خود غرض کھر نہ سکت,0.0,,,,,,
اب ٹرک پیچھ لکھ گ سندھ پولیس کو سلام,0.0,,,,,,
اپن زندگ دہان سامن ک موڈ خراب پریشان سب پوچھ کر اپن وقت برباد ن Sarcastic,1.0,,,,,,
ماڈرن عورت عموم مرد برابر چاہت لیکن ذر س بھ مونچھ نکل آئ بھاگم بھاگ پارلر پہنچ جات Lighthearted Sarcasm,1.0,,,,,,
فواد عالم سعود شکیل اب بہت سینئر کاف دور کر بہتر گ انہ بھ ڈراپ کر عبدالل شفیق کامران غلام کو موقع دی جائ sarcastic t co XwHHS1nKNE,1.0,,,,,,
کتن پیار گواہ  ش د  ن م ح م د الر س ل الل,0.0,,,,,,
وقت بھ کتن عجیب چیز نا__________ کس ک کٹت نہ کس کو ملت نہیں___________,0.0,,,,,,
پاکستان کہ دین بہتر گ خیر انھین سالگر مبارک کتن سال ہون گئ ہین,0.0,,,,,,
ویس اگر بھارت سپورٹ TLP TTP س اتن مزاکرات کرن مک مک کرن ان ابو س بھ اس طرح ڈیل کرلو sarcasm,1.0,,,,,,
أج employer کو بتای امریک م میر پروفیشن سیلر 10000 USD ستر لاکھ پاکستان اگل تنخوا م ڈالرز م اتن لونگ اسںن فور معزرت جاب س نکال دی sarcastic t co pAvMn37n89,1.0,,,,,,
گندم وج س انسان جنت س نکل تھ چین سفید زہر پیٹرول آلودگ پھیلات گھ س دل ک دور پڑت سون مرد حرام دوائیاں گرد تبا کر سکت sarcasm Courtesy,1.0,,,,,,
پاک فوج ساتھ مگر کس سیاس جرنیل ساتھ نہ,0.0,,,,,,
آنکھ ن دکھاؤ لائن کو مکمل کی,0.0,,,,,,
saqibbashir156 ZahidGishkori تحقیقات صحاف کو ذر وقت لگت کیونک و خبر تحقیق کر رہ ہوت Sarcasm,1.0,,,,,,
فوج افسر بیو س پولیس افسر ٹ و س ڈرت sarcasm,1.0,,,,,,
پنجاب سرکار ن لگ بھ sarcasm t co XVybtthjmj,1.0,,,,,,
جو اپن بیو کو عزت نہ سکت و سندھ پولیس کو عزت دلوائ,0.0,,,,,,
آئ آئ بیٹھ کچھ ٹھنڈ گرم منگواؤں,0.0,,,,,,
عورت ک دل توڑ و تمہ معاف کرد مگر کبھ اس ڈ نر سیٹ پلیٹ مت توڑن و بھ  س ام گھر ک Sarcasm,1.0,,,,,,
زیاد طنز کرن م تخلیق صلاحیت زیاد sarcastic,1.0,,,,,,
جگ میرٹ دھجیاں  ڑائ جارہ Sarcasm t co yX2rHG7NoF,1.0,,,,,,
شرمند اس ک جواب دین لی,0.0,,,,,,
مارخورز خوشحال دوست بنات جبک تنگدست ان آزمائش,0.0,,,,,,
Shahfai89289384 ImranRkhan فیک نیوز محافظ کو سلام پیش sarcasm,1.0,,,,,,
اگر م طالبان پولیس م ہوت م روڈ کس س لائسنس ک نہ بلک اس س سفر دع بار م پوچھت کس کو ن آت سیدھ 5 ک چالان دیت Sarcasm,1.0,,,,,,
Khurram_zakir م سمجھ آپ اپن روایت انداز م Sarcasm ک تڑک لگ بھرھال سلیبس بار اس بار لبرلز پاس ڈھنگ ک آرگیومنیٹ نہ,1.0,,,,,,
 ف کھسیان بل ہیڈ آ فیس,0.0,,,,,,
اب آپ س مذاق نہ کرن کی پھپھو س کرن,0.0,,,,,,
تحف م کتاب دین وال چاہی,0.0,,,,,,
لڑک کو نیچ بیٹھ دکھای گی مرد مساو حقوق کو پامال کی جارہ کی سکھای جارہ مرد عورت برابر نہ میر کتاب میر مرض sarcasm singlenationalcurriculum t co 6D5HrK3LlO,1.0,,,,,,
MashwaniAzhar ارفع کریم کو دکھای جنت مرز کو نہ کی اب اعتراض بھ ن ٹیلینٹ قدر نہ sarcasm,1.0,,,,,,
Benazir_Shah پانچو جماعت کتاب دیکھن ک اتفاق بھ لڑک کو ٹک ٹاکر نہ دکھای حالانک کتن ٹیلینٹڈ ٹک ٹاکر misogynist ن sarcasm,1.0,,,,,,
سنائ نہ دی,0.0,,,,,,
اب آپ انداز لگ ان خبر دین ذرائع کتن باوثوق,0.0,,,,,,
سانح ماڈل ٹاٶن,0.0,,,,,,
دیکھ جائ صرف مذاق لیکن کس ک ہمار ایس حکمران ک ی ChiliMili ک sarcasm t co LJgkCI59i2,1.0,,,,,,
ڈاکٹرز پرامن احتجاج لاٹھ چارج آنسو گیس Kudos پنجاب حکومت کرون جنگ فرنٹ لائن فائٹرز اسہ تشدد تذلیل حقدار Sarcasm 1 t co fufQhkuJxG,1.0,,,,,,
Shahid_K_Abbsi آپ ی آپک مجرم لیڈر رائ م ذات صحاف نجم سیٹھ ہون چاہئ تھ اگر آپک بنائ قانون مطابق یہ صحیح کی وزیراعظم کو قانون خلاف کام کرن دعوت کرکٹ اسکو آت کی اب بھ اسکو,1.0,,,,,,
اردو م روشنائ کو سیاہ بھ,0.0,,,,,,
اس خنزیرکےبچےکاباق کاٹبرجوپاکستان م ہےاسےISIاٹھاکےاس خنزیرکوپاکستان بلاسکت ہےاورپھراس تشریف پرچھترول کےبیل بوٹےبناکےاس کاایجنڈاپروپیگنڈااس تشریف م گھسابھ سکت ہےاوراس کےناجائزباپ گوالمنڈیلاجس کای پالتوکتاہےکوبھ واپس بلاسکت ہےی مادرچودایز لےرہاISIکومیشایادآگئ,0.0,,,,,,
و ابھ سوچ رہ ہوگ چاچو کتن کمات ہونگ,0.0,,,,,,
اپن بچ کو سکھائ شراب neat بالکل ن پی بالکل بھ نہ ہرگزنہ پان ی سوڈ مل کر پی No means NO Sarcasm,1.0,,,,,,
خان صاحب لنگرخان پناہگا م اگر ٹ و تاش ک بندوبست ہوجائ کی بات جائ قوم آپک احسان مند Sarcasm ImranKhanPTI,1.0,,,,,,
سب س بر بات جب آپ کچھ طنزی کہن کوشش کر لیکن آپ کو اس دوبار کھل الفاظ م کہن پڑ کیونک بیوقوف sarcasm fun LifeIsStrange,1.0,,,,,,
ار پوچھن بتان کی ضروت ھ سب کو پت ھ رات تم ن کہاں کس ساتھ گزار ھ,0.0,,,,,,
ظالمو اس شکل پہل اس کو عزت ہم ووٹ کو عزت د بیچار اپن کرتوت وج س بہت ذلیل رہ,0.0,,,,,,
پور پاکستان م چنگچ ڈھونڈ اب محترم نان ج اپن بیانی گھر گھر پہنچائ انقلاب,0.0,,,,,,
UstadSays کنٹریکٹ ٹیچر کی مجال سر توب Sarcasm,1.0,,,,,,
ویس بھ امریک افغانستان س بھاگ رہ ظاہر بات بہت سار مال غنیمت چھوڑ بھ ہونگ جو طالبان ہاتھ آن طالبان س درخواست میر عدد DSLR کیمر عدد Laptop عدد 9MM Pistol مال غنیمت س سنھبال کر Sarcasm suhailshaheen1,1.0,,,,,,
ObaidAbbasi2 Matiullahjan919 AsadAToor کارڈ حساب س واقع جرنلسٹ لگت sarcasm,1.0,,,,,,
بریکنگ نیوز صرف کامیاب جلس بعد نک اب ج استعف صدائ آن شروع مبارک ریاست_سے_,0.0,,,,,,
سندھ پولیس کو سلام,0.0,,,,,,
ا جان داستاں تجھ آی کبھ خیال وه کی ہو جو تیر داستاں باغ 一,0.0,,,,,,
Rajpoot_PML_N mashoom01 بھئ mashoom01 اینو لگت فل شٹور نہ پت I was being sarcastic,1.0,,,,,,
کشمیری ن آزاد کشمیر س ن دوکان بند کر ش کر مہاراج_بچ_گئ sarcasm AJKElection2021 جیت_ہوئی_کپتان_ک,1.0,,,,,,
خوش رہو لیکن مجال خوش رہن د sarcastic sarcasm thisIsJustPost funny,1.0,,,,,,
دیکھ ایس جیس کبھ کھائ ن,0.0,,,,,,
ورد بمقابل ورد سندھ بھر م احتجاج 30 ایس ایس پیز چھٹ 25 ڈ جیز ن چھٹ درخواست نواز ک بیانی سر چڑھ جیت,0.0,,,,,,
ھ ھ ھ ھ ھ ھ سہ بات,0.0,,,,,,
BajiPlease MashwaniAzhar yasir_gillani SMImranPK آپکو پہل ٹویٹر شکایت لگان چاہ مایوس ن Sarcasm,1.0,,,,,,
نجان کون جن کو سالگر پ کتاب ملت ہم خواب دیکھن بھ افورڈ نہ کر سکت دیمک ذد کتاب از ماری اشفاق قریش sarcastic novelistic novelLover BookWorm kitabIshq,1.0,,,,,,
IrshadBhatti336 نواز شریف نش تم ن کبھ نش نہ کی اس لیئ تم نہ جان سکو sarcasm,1.0,,,,,,
اب م کی کر جو و بھائ کہت,0.0,,,,,,
لوٹ آؤ کہ ذہن توازن نہ تھ,0.0,,,,,,
ItsRab__ Dilkhogiahmara نام بتائ لاش اٹھائ sarcasm,1.0,,,,,,
SyedaSays__ ٹویٹر ہمار جیس کئ نالائق بھ جو سمجھ نہ سکت sarcasm,1.0,,,,,,
امن پاکستان شہر عدم تشدد کو فروغ Sarcasm t co f4OuMpZAz2,1.0,,,,,,
300 فالورز ک اضاف لسٹ م شامل ہون لی ڈ مینشن ریٹوئیٹ ریٹوئیٹ وال کو فالو فال,0.0,,,,,,
واا کی کہن جناب,0.0,,,,,,
اویس منگل وال س لیکر جمیل فاروق ارشد شریف سب درست فرمات ن مطیع الل کو اغو کی گی تھ ن ابصار عالم کو گول ن اسد کو گھر م گھس کر مار پیٹ گی سب دراصل توج بھوک مغرب ممالک م پنا چاہت sarcasm,1.0,,,,,,
و دولہ جو سہاگ رات کو غائب جائ 3 سال بعد اچانک واپس آ کر کاک کو چومن اس چوہدر نثار achaSorry sarcastic airbluekissing t co Zx2gogcokh,1.0,,,,,,
زحال مست مکن برنجش بحال ہجراں بیچار دل سوار اپن سامان حفاظت خ ود sarcastic poetry t co AR3onV390b,1.0,,,,,,
کیونک ان انکل ک چہر کاف میت جینک,0.0,,,,,,
نہان بعد صابن جھاگ جن کان م ر جائ ان کو چھوڑ کر باق سب کو گڈ مارننگ,0.0,,,,,,
وقت آن جب ان سب ن بچ کیئ م ب جای کرن,0.0,,,,,,
ا ٹ ایم سروس الحال معطل تکلیف معذورت خوا sarcasm t co hIK1hGeMS3,1.0,,,,,,
nabeelkiraye N_S_2010 یہ بات انہ سمجھان کوشش sarcasm,1.0,,,,,,
زید صاحب اینکرز چھوڑ اس بھ انہ ن interpretation کرن انڈی م ڈالر ک 1 255 لٹر پیٹرول جبک پاکستان م صرف 0 708 لٹر مل رہ sarcastic t co 9mBc1jQzc9,1.0,,,,,,
صابر شاپر بھ دونگ,0.0,,,,,,
کامران خان ٹویٹس خ ود انداز لگ بوکھلائ  وئ,0.0,,,,,,
جب بل گیٹس صنف نازک کو خوش ن کرسک کس بھ شخص بس بات نہ BillGates sarcasm,1.0,,,,,,
FSWarraich فیصل بھائ ج ج ٹویٹر س نکل ج sarcasm,1.0,,,,,,
sonofPakistan_ MaryamNSharif sarcasm سمجھ کر بولو,1.0,,,,,,
اپن زبان  ردو قوم زبان  ردو ہم سب ک مان پیار زبان  ردو,0.0,,,,,,
ہاہاہاہاہاہ دس دیو,0.0,,,,,,
nawaey_sarosh معاش حال دن بدن ابتر چل ج مہنگائ عروج پ گھر م عورت بچ محفوظ نہ جرائم ک تناسب بڑھت ج رہ ہم زبان چاشن ک خبط قوم ترجیہات sarcasm intended,1.0,,,,,,
Jaferii جو وکل وکلاگرد یقین نہ انہ وکل برادر م شامل نہ کی ج سکت ہمار پیش کال دھب ان خلاف سخت کروائ جان چاہی sarcasm copied from Imran Zainab,1.0,,,,,,
sheikhufon Muhamma35348323 منصور بھائ بہت اعل مگر توہین پاکستان عدالت زد م ن آجائ ابھ کھوکھرپیلس معامل اتفاق فونڈر ہائیکورٹ ن کیس thundering jolt amp lightning fast حکم نام جار کی ہم عدالت,1.0,,,,,,
صل الل علی وآل وسلم,0.0,,,,,,
مر جاؤں گ اگر تم مل سور سور ن مل,0.0,,,,,,
ہم پ ہنسن وال پہل دانت صاف کر مقابلة_خاصة sarcastic FirstDates CannoliOwners,1.0,,,,,,
FiazMahmood SdqJaan فوج پاکستان کو گالیاں دین مین سٹریم میڈی سیاس جماعت ی عدلی م ہون لازم ہون چاہئ کیونک دنی وہ دیکھت ھ Sarcasm,1.0,,,,,,
اس تھریڈم کمینٹر کو پڑھ اب ہمار قوم حص مزاح حص طنز معیار پ تنقید نہ کر سکت sociology طلبا۶ اچھ موضوع تحقیق humour cynicism sarcasm Urdu pakistan sociology irony wit t co 4Ra3Ugd0mo t co 2V6o3fOkyR,1.0,,,,,,
شخصیت م توازن بڑ علامت بھ آپ ک انڈ پراٹھ آیک ساتھ حتم کون دس گ توان اینیاں سی,0.0,,,,,,
بیشک ماشالل ____ بہت خوب شرارت معصوم بچ,0.0,,,,,,
کمپن ٹانگ نہ نوشتہء دیوار و پڑھ لوو,0.0,,,,,,
شکو مولان کچھ آفر ک معیار بڑھات صاحب ایس کی خاک پنڈ آئ و جو پیز پاپ بن ہم کو بس چائ پ ٹرخائ چائے_نہیں_پیز اردو ادب شاعر شعر طنز urdu literature poetry sarcasm satire,1.0,,,,,,
سیکیورٹ سٹیٹ وسائل آمدن قرض رقم ٹیکس محصولات عوام فلاح منصوب لگان جرم ساد س بات اگر پیپلز پارٹ مسلم لیگ ن سمجھ جائ کرپشن تمام الزامات س بر کر س اقتدار م آ جائ sarcasm,1.0,,,,,,
ام کو کہ م برتن دھو د ہاں صفائ بھ کر کپڑ بھ دھو sarcasm اب کام ج رہ مجھ فکر انکو ن بخار جائ,1.0,,,,,,
وطن تمہار ہم خوا مخوا اس م,0.0,,,,,,
گوار نہ اگر میر دع تمہ م نظر ن آؤں,0.0,,,,,,
حکومت ک ترجمان بھ گھٹی بات کرت,0.0,,,,,,
مجھ مولو حضرات پ بہت غص آت جب کس جناز علان م فلاں نماز بعد اب ہم پت نہ چلت نماز ک کی وقت Sarcastic t co DDvrC8LljD,1.0,,,,,,
AmalqaPk Humera_Healer اس پوسٹ س پت چل رہ آپ صحافت تحقیق ک کی معیار sarcasm,1.0,,,,,,
سن پاکستان م دین کاروبار م کاف اسکوپ ہوسکت م بھ جلد نفرت ریڑھ لگ ل ہندو مسیح ی قادیان مخالف منجن بیچن شروع کر د ان مولوی ک کاروبار مخالف بھ ہون چاہی sarcasm,1.0,,,,,,
منزل قریب س ماڑ نصیب س بہت غزل ھ جس بھ ھ,0.0,,,,,,
م ن بلاول زردار ک نام ہھ نہ لی توب ھ اب بند مذاق بھ ن,0.0,,,,,,
مراد عل شا بھیس م ڈ ج ایس حامد میر کوئی_مرادعلی_شاہ_سےپوچھ,0.0,,,,,,
پت نہ مردان کمزوری منجن ایڈورٹائزمنٹ ی کرون Sarcasm t co wX3gyTLFhf,1.0,,,,,,
زندگ م کم از کم اتن قابل بنو تمہار ایکس ک بیٹ تمہ دیکھ کاش میر ابو sarcasm,1.0,,,,,,
اگر آپ س م ذہن دباؤ ک شکار اس مت تم پاگل خدار کس کو اس طرح الفاظ س ن پکارو insulting insults memes humor funny rude sarcasm savage greetingcards sneery bitey spicy love bhfyp sarcasmonly sass scrubs sarcastic,1.0,,,,,,
آپ لیفٹ سائیڈ کارنر پ جس ن تاج پہن رکھ,0.0,,,,,,
ا س خن پرور تجھ س ہمکلام ہون میر بیزار زندگ بہترین لمح م س نایاب لمح تھ تمہار نظم کو بار بار پڑھن میر عقیدت المختصر ا س خن آفرین تمہار اس خوبصورت کائنات خوب س خوب,0.0,,,,,,
احساس جم نہ انہ صرف محسوس کی جاسکت,0.0,,,,,,
geektive نوٹ جو عامر کیان جہانگیر ترین خسروبختیار اعظم سوات پرویز خٹک وغیر کو معاف و کرپشن نہ خیرات Sarcasm,1.0,,,,,,
canuckkhan ExpressNewsPK بھائ فرانس گورمنٹ ک کہ تھ sarcasm باق پاکستان کس گورمنٹ ک بکن کونس نئ خبر fact,1.0,,,,,,
صرف دفاع خرچ ن س ملک ترق نہ کر سکت وزیراعظم عمران خان sarcasm ImranKhan t co DC7Y19dhxl,1.0,,,,,,
گڈ نائٹ الل حافظ,0.0,,,,,,
لگت دلہن پھپھو کو کچھ زیاد سرد لگ,0.0,,,,,,
shafqatchodhary SiddiquiMarwah جگ لفظ کو سٹرائیک آوٹ کی مگر وہاں دون فریق م س کس ن انیشل نہ کیئ اس کس ماہر قانون س مشاورت sarcasm,1.0,,,,,,
مکس اچار خراب ہون وال کیونک کس ن سرس تیل جگ غلط س ڈیزل ڈال دی sarcastic SindhPolice PDM,1.0,,,,,,
RehamKhan1 مکس اچار خراب ہون وال کیونک کس ن سرس تیل جگ غلط س ڈیزل ڈال دی sarcastic SindhPolice PDM,1.0,,,,,,
مینو پت لگ گی کھان انتظار م,0.0,,,,,,
خاندان م ایس اچھ بچ ہوت جسک تعلیم تربیت وج س خاندان باق سار کزن کو لائف ٹائم طعن سنن پڑت مجھ لگت و کزن شاید م شریف_بچ,0.0,,,,,,
امانت صرف روپ پیس ی الفاظ نہ بلک احساس جزبات بھ جو کس کو نہ جاسکتی۰۰۰ کچھ_نہ,0.0,,,,,,
مکس اچار خراب ہون وال کیونک کس ن سرس تیل جگ غلط س ڈیزل ڈال دی sarcastic SindhPolice PDM ناکامی_کی_مثال_سندھ_سرکار MaryamNSharif SdqJaan usmansaeedbasra MashwaniAzhar MaleehaHashmey AmnaKhan56 Dr_sarakhan1,1.0,,,,,,
ShafiqAhmadAdv3 چیز Sarcasm آپکو بھ پت ہوگ بس یہ جواب میر,1.0,,,,,,
ایس تاریخ خطاب اگل سال socialstudies بک م ان ک خطاب چھاپ جائ گ sarcasm beingsarcastic ٹیکس_چور_حکمران MaryamNawaz ہمارا_ٹرک_تیار_ہ t co rGPI2LZ75y,1.0,,,,,,
معتبر درد ک کچھ خیال نہ اک میںکہ اک دل احساس زم پ دھواں اٹھ رہ جل رہ دل میر پت کچھ نہ,0.0,,,,,,
بروز حشر میر اس لاج لینا___ تمہار تمہار تمہار ی رسول اللہ___ صلو_علیہ_وآل,0.0,,,,,,
آدھ س زیاد قوم کو ارطغرل ڈرام ن عاشق بن دی urdu sarcasm sarcasticlol,1.0,,,,,,
Another__Sheep sarcastic ک اردو ی پنجاب مطلب مرچ لگن,1.0,,,,,,
saniaabbasi01 meh_r5 مولان قسمت م Jack Daniels کہ sarcasm,1.0,,,,,,
جماعت اسلام جلس جلوس حکومت مخالف تحریک نہ نوکر شاہ دلال م پ ڈ ایم مخالفت م کر,0.0,,,,,,
بہت خوش تیر بار م جب س سوچن چھوڑ,0.0,,,,,,
ٹی_ایل_پی_پروموشن_گروپ ایکٹو لسٹ,0.0,,,,,,
استغفرالل اسلام جمہوری پاکستان جہاں سرکار TV اتن مشکل ایکسرسائز دکھ آسان وال بھ بتان چاہی sarcasm PTV t co H1K895L6tT,1.0,,,,,,
PhatymahBibi ہاں شاید چھوٹ اتن بھ نہ کس فقر م نہاں مزاح کو ن سمجھ سک آپ س معذرت خوا اگل کمینٹ کرن س پہل اس امر کو یقین بناؤں گ دوسر بند اتن قابل جمل الفاظ غور کرن بجائ اس ماف الضمیر کو,1.0,,,,,,
مرد معاشر م مرد س بچن لی عورت ساتھ مرد ہون sarcastic,1.0,,,,,,
استغفر الله واتوب اليه,0.0,,,,,,
بہت ویل آپ,0.0,,,,,,
ٹی_ایل_پی_پروموشن_گروپ ایکٹو لسٹ,0.0,,,,,,
darnos Minha_Afridi Xadeejournalist ب غیرت عورت ک گھر س نکلن منع محرم ساتھ  س وقت جب  س جان بن ورن گھر م انش الل sarcasm,1.0,,,,,,
SyedaSays__ میر پاس کنیر پرند جو بیمار رہت سوچ رہ آپ ن اچھ بزنس ک آئیڈی دی جگ مزار کیلیی دیکھن شروع کر sarcasm,1.0,,,,,,
sm2pk ZahraAgha14 پان جب ناک س اوپر نہ جات تب بھٹو سند عوام دون زند ان تصاویر کو دیکھ کر لگ رہ ابھ ہمار پاس تقریبن 20 25 سال اس کو تصویر ک روشن رخ دیکھن sarcasm Karachi KarachiRain,1.0,,,,,,
م یه میچ مینگوره شهر م دیکھ ره تھ غالب 6 بند ن سنچریاں سکور,0.0,,,,,,
اس ک مطلب ہوت بار کاپ کی,0.0,,,,,,
شکری پیپلز پارٹ شکری بلاول شکری بھٹو Sarcasm t co n0HQWbXctk,1.0,,,,,,
MuhsinRazzak آپ بتات ن م Sarcastic ہورہ,1.0,,,,,,
بقول موئرخین سکندر اعظم افواج درائ جہلم نہ رک جب سکندر افواج ن درائ والٹن روڈ ہونڈ سیوک کو ڈوبت دیکھ بادشا سلامت پائ پڑ گرگڑان مائ باپ ہم واپس یونان LahoreRain UrbanFloods Sarcasm Lahore,1.0,,,,,,
بسم رب الصالحین سوال غرور ک کی علاج جواب کثرت س حوقل حول قوة ال بالل پڑھن غرور ک علاج حوال نصیحت ص 116 آیت الل محمد تق بہجت,0.0,,,,,,
م شاء الل بہترین استاد,0.0,,,,,,
